id,year,exclude,Film,Rotten Tomatoes,Audience Score,Story,Genre,Domestic Gross,Foreign Gross,Worldwide Gross,Budget,Profit,Proftitability
407,2008,,Get Smart,51,73,Pursuit,Action,130.32,100.37,230.5,80,150.5,2.88
408,2008,,Ghost Town,85,60,Transformation,Comedy,13.25,13.71,24,20,4,1.2
409,2008,,Gran Torino,80,90,Temptation,Drama,148.1,114.25,262.34,167,95.34,1.57
410,2008,,Hancock,40,67,Discovery,Action,227.95,396.44,624.4,150,474.4,4.16
411,2008,,Harold and Kumar Escape from Guantanamo Bay,54,65,Escape,Adventure,38.11,5.38,43.3,12,31.3,3.61
412,2008,,Hellboy II: The Golden Army,87,70,Sacrifice,Action,75.79,84.4,158.9,82.5,76.4,1.93
413,2008,,High School Musical 3: Senior Year,65,76,Love,Comedy,89.7,162.35,240.7,11,229.7,21.88
414,2008,,Igor,36,42,Temptation,Animation,19.44,11.22,27.6,30,-2.4,0.92
415,2008,,In Bruges,81,85,Fish Out Of Water,Crime,7.8,25.59,32,15,17,2.13
416,2008,,Indiana Jones and the Kingdom of the Crystal Skull,77,59,Pursuit,Action,317.02,469.53,786.6,185,601.6,4.25
417,2008,,Iron Man,94,91,Metamorphosis,Action,318.31,266.76,581.9,186,395.9,3.13
418,2008,,Journey to the Center of the Earth,61,55,Quest,Action,101.7,140.29,220.7,45,175.7,4.9
419,2008,,Jumper,16,50,Rescue,Action,80.17,142.06,222.2,82.5,139.7,2.69
420,2008,,Kit Kittredge: An American Girl,78,26,The Riddle,Drama,17.66,N/A,17.7,10,7.7,1.77
421,2008,,Kung Fu Panda,88,83,Underdog,Animation,215.43,416.31,631.9,200,431.9,3.16
422,2008,,Lakeview Terrace,46,44,Rivalry,Crime,39.26,5.39,43.8,20,23.8,2.19
423,2008,,Leatherheads,52,41,Rivalry,Comedy,31.23,9.93,41,58,-17,0.71
424,2008,,Mad Money,22,51,Comedy,Comedy,20.67,5.74,26.1,22,4.1,1.19
425,2008,,Madagascar: Escape 2 Africa,64,73,Journey And Return,Animation,176.93,423.89,462.3,150,312.3,3.08
426,2008,,Made of Honor,13,61,Love,Comedy,46.01,59.95,106,40,66,2.65
427,2008,,Mamma Mia!,53,76,Love,Comedy,143.76,465.71,572.2,66,506.2,8.67
428,2008,,Marley and Me,63,77,Love,Comedy,106.51,99.56,111.8,55,56.8,2.03
429,2008,,Max Payne,16,36,Revenge,Action,40.66,44.73,84.2,35,49.2,2.41
430,2008,,Meet Dave,19,42,Fish Out Of Water,Adventure,11.8,38.85,50.5,60,-9.5,0.84
431,2008,,Meet the Spartans,2,31,Comedy,Comedy,38.23,46.41,84.6,30,54.6,2.82
432,2008,,Milk,94,88,Quest,Biography,31.84,18.32,50.16,20,30.16,2.51
433,2008,y,Miracle at St. Anna,34,68,Quest,Action,7.92,1.2,9.11,45,-35.89,0.2
434,2008,,Mirrors,14,49,Monster Force,Horror,30.69,46.8,73.4,35,38.4,2.1
435,2008,,Miss Pettigrew Lives for a Day,78,70,Love,Comedy,12.31,2.86,15.17,60,-44.83,0.25
436,2008,,My Best Friend's Girl,14,51,Comedy,Comedy,19.22,22.4,36.2,20,16.2,1.81
437,2008,y,Never Back Down,23,37,Rivalry,Action,24.85,16.78,41.6,21,20.6,1.98
438,2008,y,Nick and Norah's Infinite Playlist,73,67,Love,Comedy,31.49,,31.7,10,21.7,3.17
439,2008,y,Nights in Rodanthe,31,56,Discovery,Drama,41.74,,75.7,30,45.7,2.52
440,2008,,Nim's Island,51,50,Rescue,Adventure,48.01,52.07,99.9,37,62.9,2.7
441,2008,y,One Missed Call,0,36,Monster Force,Horror,26.89,,44.5,20,24.5,2.23
442,2008,y,Over Her Dead Body,15,47,Love,Comedy,0,,20.9,10,10.9,2.09
443,2008,,Penelope,52,74,Love,Comedy,10.01,10.73,20.75,15,5.75,1.38
444,2008,,Pineapple Express,68,74,Comedy,Action,87.34,14.28,101.5,26,75.5,3.9
445,2008,,Pride & Glory,34,54,Temptation,Crime,15.74,15.41,23.8,30,-6.2,0.79
446,2008,,Prom Night,8,46,Escape,Horror,43.87,,57.2,18,39.2,3.18
447,2008,,Punisher: War Zone,27,47,Revenge,Action,8.05,0.15,8.19,30,-21.81,0.27
448,2008,,Quantum of Solace,64,62,Revenge,Action,166.8,,567,230,337,2.47
449,2008,,Quarantine,59,46,Monster Force,Horror,31.69,,37.2,12,25.2,3.1
450,2008,,Rachel Getting Married,85,61,Love,Drama,10.33,0.53,10.86,12,-1.14,0.9
451,2008,,Rambo,36,70,Rescue,Action,42.75,,113.2,47.5,65.7,2.38
452,2008,y,Religulous,70,78,Comedy,Documentary,13.01,0.12,13.14,2.5,10.64,5.25
453,2008,y,Righteous Kill,19,44,The Riddle,Crime,40.08,,74,60,14,1.23
454,2008,,Role Models,77,75,Discovery,Comedy,66.69,25.09,66.7,28,38.7,2.38
455,2008,,Saw V,13,63,Monster Force,Crime,56.75,57.12,103.6,10.8,92.8,9.59
456,2008,,Semi-Pro,21,41,Underdog,Comedy,33.48,10.41,43.9,2.6,41.3,16.88
457,2008,y,Seven Pounds,27,77,Sacrifice,Drama,60.04,,61.4,54,7.4,1.14
458,2008,,Sex and the City,49,81,Love,Comedy,152.65,262.61,415.1,57.5,357.6,7.22
459,2008,,Sex Drive,46,61,Journey And Return,Adventure,8.4,2.01,10.41,19,-8.59,0.55
460,2008,y,Shutter,7,40,Monster Force,Horror,25.93,,47.8,8,39.8,5.98
461,2008,,Slumdog Millionaire,94,90,Underdog,Crime,101.89,236.59,198,15,183,13.2
462,2008,,Smart People,50,41,Transformation,Comedy,9.51,2.14,11.65,7,4.65,1.66
463,2008,,Soul Men,45,42,Comedy,Comedy,12.08,0.25,12.33,0,12.33,
464,2008,,Space Chimps,36,37,Transformation,Animation,30.11,34.73,63.8,37,26.8,1.72
465,2008,,Speed Racer,38,61,Quest,Action,43.95,50,93.4,120,-26.6,0.78
466,2008,,Star Wars: The Clone Wars,19,46,Sacrifice,Animation,35.16,33.12,65.6,8.5,57.1,7.72
467,2008,,Step Brothers,54,68,Comedy,Comedy,100.47,27.64,128,65,63,1.97
468,2008,,Step Up 2: The Streets,26,81,Underdog,Drama,58.02,92.8,148.2,17.5,130.7,8.47
469,2008,,Stop-Loss,65,27,Tragedy,Drama,10.92,0.26,11.18,25,-13.82,0.45
470,2008,,Street Kings,37,62,The Riddle,Action,26.42,39.15,63.6,20,43.6,3.18
471,2008,,Superhero Movie,15,36,Comedy,Comedy,25.87,45.35,71.1,65,6.1,1.09
472,2008,,Swing Vote,36,44,Maturation,Comedy,16.29,1.34,33.4,20,13.4,1.67
473,2008,,The Bank Job,78,74,Quest,Thriller,30.06,34.76,63.8,20,43.8,3.19
474,2008,,The Boy in the Striped Pyjamas,63,84,Tragedy,Drama,8.7,31.37,33,12.5,20.5,2.64
475,2008,,The Chronicles of Narnia: Prince Caspian,66,78,Fish Out Of Water,Action,141.62,278.04,419.6,200,219.6,2.1
476,2008,,The Curious Case of Benjamin Button,73,81,Love,Drama,79.01,206.42,322,160,162,2.01
477,2008,,The Dark Knight,94,96,Revenge,Thriller,530.92,468.58,996.9,185,811.9,5.39
478,2008,,The Day the Earth Stood Still ,19,34,Sacrifice,Thriller,74.3,153.73,230,100,130,2.3
479,2008,,The Duchess,60,68,Love,Drama,13.85,29.46,34.3,13.5,20.8,2.54
480,2008,,The Express,62,73,Maturation,Drama,9.79,0.01,9.81,37.5,-27.69,0.26
481,2008,,The Eye,22,51,Sacrifice,Horror,31.42,25.55,56.8,12,44.8,4.73
482,2008,,The Forbidden Kingdom,64,65,Journey And Return,Action,52.08,75.9,128.8,55,73.8,2.34
483,2008,y,The Happening,19,29,Escape,Thriller,64.51,,163.4,60,103.4,2.72
484,2008,y,The Haunting of Molly Hartley,3,22,Sacrifice,Horror,13.56,1.33,14.89,5,9.89,2.98
485,2008,y,The House Bunny,39,54,Discovery,Comedy,0,,70,25,45,2.8
486,2008,,The Incredible Hulk,67,75,Metamorphosis,Action,134.53,128.62,262.5,137.5,125,1.91
487,2008,,The Longshots,39,39,Quest,Comedy,11.51,0.23,11.74,30,-18.26,0.39
488,2008,,The Love Guru,14,38,Comedy,Comedy,32.2,8.63,40.8,62,-21.2,0.66
489,2008,y,The Mummy: Tomb of the Dragon Emperor,14,40,Quest,Action,102.28,,393.2,175,218.2,2.25
490,2008,,The Other Boleyn Girl,41,65,Tragedy,Drama,26.81,50.9,77.2,40,37.2,1.93
491,2008,y,The Pirates Who Don't Do Anything,41,61,Fish Out Of Water,Comedy,12.73,0.17,12.9,15,-2.1,0.86
492,2008,,The Ruins,46,32,Rescue,Horror,17.43,5.3,22.6,25,-2.4,0.9
493,2008,,The Secret Life of Bees,56,78,Maturation,Drama,37.43,2.18,37.8,11,26.8,3.44
494,2008,y,The Sisterhood of the Traveling Pants 2,63,68,Journey And Return,Drama,44.09,,44.2,27,17.2,1.64
495,2008,,The Spiderwick Chronicles,79,67,Fish Out Of Water,Adventure,71.2,91.64,162.8,92.5,70.3,1.76
496,2008,,The Spirit,14,29,Rivalry,Action,17.75,19.23,21.5,6,15.5,3.58
497,2008,,The Strangers,44,48,Escape,Horror,52.6,29.79,77.6,9,68.6,8.62
498,2008,,The Tale of Despereaux,54,46,Rescue,Animation,50.87,37.84,88.72,55,33.72,1.61
499,2008,,The Visitor,92,83,Transformation,Drama,9.43,8.65,18.08,4,14.08,4.52
500,2008,,The Women,13,41,Transformation,Drama,26.9,23.11,46.1,16,30.1,2.88
501,2008,,The X-Files: I Want to Believe,32,34,Monster Force,Thriller,20.98,47.39,68.3,35,33.3,1.95
502,2008,,Traitor,55,66,Pursuit,Thriller,23.53,4.13,25.3,22,3.3,1.15
503,2008,,Transporter 3,36,58,Escape,Action,31.72,77.26,60.9,30,30.9,2.03
504,2008,,Tropic Thunder,83,69,Fish Out Of Water,Comedy,110.46,77.58,188,90,98,2.09
505,2008,,Twilight,49,82,Love,Romance,176.82,199.85,246.5,37,209.5,6.66
506,2008,,Tyler Perry's Meet the Browns,31,36,Discovery,Drama,41.98,0,41.98,20,21.98,2.1
507,2008,,Tyler Perry's The Family That Preys,51,36,Discovery,Drama,37.11,0,37.11,10,27.11,3.71
